,song_data,audio_feature,albums,artists
5NijSs5dAwaIybq1GaRTIe,"{'id': '5NijSs5dAwaIybq1GaRTIe', 'duration_ms': 212992, 'name': 'Poison', 'popularity': 79}","{'danceability': 0.689, 'energy': 0.394, 'loudness': -10.102, 'speechiness': 0.065, 'acousticness': 0.711, 'instrumentalness': 0.000905, 'liveness': 0.0859, 'valence': 0.382, 'tempo': 117.489}","{'id': '17dsllSewkPuKbkGWU4chD', 'name': 'Poison', 'release_date': '2016-08-03'}","{'id': '3tlXnStJ1fFhdScmQeLpuG', 'name': 'Brent Faiyaz'}"
5PvVkf1Yuq3XyMqqjPiKPd,"{'id': '5PvVkf1Yuq3XyMqqjPiKPd', 'duration_ms': 223629, 'name': 'Been Away', 'popularity': 79}","{'danceability': 0.602, 'energy': 0.5, 'loudness': -9.377, 'speechiness': 0.298, 'acousticness': 0.477, 'instrumentalness': 5.69e-05, 'liveness': 0.295, 'valence': 0.395, 'tempo': 132.798}","{'id': '3vi20DRHkqv4HyVg9Rt9wC', 'name': 'Fuck The World', 'release_date': '2020-02-07'}","{'id': '3tlXnStJ1fFhdScmQeLpuG', 'name': 'Brent Faiyaz'}"
2c2tlXfEmLgUNvxngIi1qL,"{'id': '2c2tlXfEmLgUNvxngIi1qL', 'duration_ms': 247079, 'name': 'DEAD MAN WALKING', 'popularity': 75}","{'danceability': 0.51, 'energy': 0.272, 'loudness': -13.763, 'speechiness': 0.0557, 'acousticness': 0.303, 'instrumentalness': 0, 'liveness': 0.0958, 'valence': 0.435, 'tempo': 143.984}","{'id': '0PHMNbcgHfzSUALlfk7wGg', 'name': 'WASTELAND', 'release_date': '2022-07-08'}","{'id': '3tlXnStJ1fFhdScmQeLpuG', 'name': 'Brent Faiyaz'}"
3zakx7RAwdkUQlOoQ7SJRt,"{'id': '3zakx7RAwdkUQlOoQ7SJRt', 'duration_ms': 214692, 'name': 'GRAVITY (FEAT. TYLER, THE CREATOR)', 'popularity': 75}","{'danceability': 0.541, 'energy': 0.619, 'loudness': -8.746, 'speechiness': 0.254, 'acousticness': 0.167, 'instrumentalness': 0.00633, 'liveness': 0.144, 'valence': 0.491, 'tempo': 163.908}","{'id': '0PHMNbcgHfzSUALlfk7wGg', 'name': 'WASTELAND', 'release_date': '2022-07-08'}","{'id': '3tlXnStJ1fFhdScmQeLpuG', 'name': 'Brent Faiyaz'}"
1OAh8uOEOvTDqkKFsKksCi,"{'id': '1OAh8uOEOvTDqkKFsKksCi', 'duration_ms': 204173, 'name': 'Wild Thoughts (feat. Rihanna & Bryson Tiller)', 'popularity': 78}","{'danceability': 0.671, 'energy': 0.672, 'loudness': -3.094, 'speechiness': 0.0688, 'acousticness': 0.0329, 'instrumentalness': 0, 'liveness': 0.118, 'valence': 0.632, 'tempo': 97.979}","{'id': '4JBZ0QHveEpESepanNBG8A', 'name': 'Grateful', 'release_date': '2017-06-22'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
1EJIcDYXwSqipW5dFe4uJz,"{'id': '1EJIcDYXwSqipW5dFe4uJz', 'duration_ms': 236524, 'name': 'EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)', 'popularity': 79}","{'danceability': 0.477, 'energy': 0.727, 'loudness': -4.053, 'speechiness': 0.286, 'acousticness': 0.000866, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.227, 'tempo': 150.062}","{'id': '5kE2OAuUYGBqqzscqgBXXf', 'name': 'KHALED KHALED', 'release_date': '2021-04-30'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
1sbEeUY8KsdvgiQi26JBFz,"{'id': '1sbEeUY8KsdvgiQi26JBFz', 'duration_ms': 200221, 'name': 'POPSTAR (feat. Drake)', 'popularity': 71}","{'danceability': 0.803, 'energy': 0.565, 'loudness': -4.711, 'speechiness': 0.235, 'acousticness': 0.0558, 'instrumentalness': 0, 'liveness': 0.141, 'valence': 0.474, 'tempo': 163.085}","{'id': '5kE2OAuUYGBqqzscqgBXXf', 'name': 'KHALED KHALED', 'release_date': '2021-04-30'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
3gruCKVuhCsRjs3a3dG8CA,"{'id': '3gruCKVuhCsRjs3a3dG8CA', 'duration_ms': 219270, 'name': 'GREECE (feat. Drake)', 'popularity': 70}","{'danceability': 0.687, 'energy': 0.336, 'loudness': -10.748, 'speechiness': 0.0456, 'acousticness': 0.0755, 'instrumentalness': 0, 'liveness': 0.126, 'valence': 0.215, 'tempo': 85.828}","{'id': '5kE2OAuUYGBqqzscqgBXXf', 'name': 'KHALED KHALED', 'release_date': '2021-04-30'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
7Ddk8FhoYKdsVoX9AOCPMm,"{'id': '7Ddk8FhoYKdsVoX9AOCPMm', 'duration_ms': 178176, 'name': 'STAYING ALIVE (feat. Drake & Lil Baby)', 'popularity': 71}","{'danceability': 0.677, 'energy': 0.495, 'loudness': -7.174, 'speechiness': 0.0821, 'acousticness': 0.0668, 'instrumentalness': 0, 'liveness': 0.319, 'valence': 0.152, 'tempo': 129.974}","{'id': '6NuGZnOc88LcZpEkJIbO50', 'name': 'GOD DID', 'release_date': '2022-08-26'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
3DXncPQOG4VBw3QHh3S817,"{'id': '3DXncPQOG4VBw3QHh3S817', 'duration_ms': 288600, 'name': ""I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)"", 'popularity': 73}","{'danceability': 0.609, 'energy': 0.668, 'loudness': -4.284, 'speechiness': 0.0367, 'acousticness': 0.0552, 'instrumentalness': 0, 'liveness': 0.167, 'valence': 0.811, 'tempo': 80.924}","{'id': '4JBZ0QHveEpESepanNBG8A', 'name': 'Grateful', 'release_date': '2017-06-22'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
510mvRgE4jLSsJcBh2pH0j,"{'id': '510mvRgE4jLSsJcBh2pH0j', 'duration_ms': 47354, 'name': 'NO SECRET (feat. Drake)', 'popularity': 73}","{'danceability': 0.398, 'energy': 0.626, 'loudness': -4.164, 'speechiness': 0.0367, 'acousticness': 0.195, 'instrumentalness': 2.55e-05, 'liveness': 0.16, 'valence': 0.0404, 'tempo': 106.733}","{'id': '0Ugwmu29r0H1nqIJJoaL9w', 'name': 'GOD DID', 'release_date': '2022-08-25'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
4nmD4awtUUCC4AGETpUiuP,"{'id': '4nmD4awtUUCC4AGETpUiuP', 'duration_ms': 181665, 'name': 'Big Energy (feat. DJ Khaled) - Remix', 'popularity': 70}","{'danceability': 0.867, 'energy': 0.771, 'loudness': -3.688, 'speechiness': 0.0939, 'acousticness': 0.0385, 'instrumentalness': 0, 'liveness': 0.133, 'valence': 0.715, 'tempo': 106.021}","{'id': '7yQ3QGLWN0YvBuImU7bVc3', 'name': 'Big Energy (feat. DJ Khaled) [Remix]', 'release_date': '2022-03-31'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
12PNcnMsjsZ3eHm62t8hiy,"{'id': '12PNcnMsjsZ3eHm62t8hiy', 'duration_ms': 232506, 'name': 'All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)', 'popularity': 71}","{'danceability': 0.545, 'energy': 0.781, 'loudness': -3.616, 'speechiness': 0.185, 'acousticness': 0.0139, 'instrumentalness': 0, 'liveness': 0.161, 'valence': 0.277, 'tempo': 150.097}","{'id': '1yX1ZzW6TBvQ1qeNpbiONH', 'name': 'Victory', 'release_date': '2010-03-02'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
608a1wIsSd5KzMEqm1O7w3,"{'id': '608a1wIsSd5KzMEqm1O7w3', 'duration_ms': 296146, 'name': ""I'm On One"", 'popularity': 72}","{'danceability': 0.413, 'energy': 0.807, 'loudness': -3.499, 'speechiness': 0.318, 'acousticness': 0.0536, 'instrumentalness': 0, 'liveness': 0.631, 'valence': 0.438, 'tempo': 149.33}","{'id': '7FyxsUO4kVqRfo2ne1aUOg', 'name': 'We The Best Forever', 'release_date': '2011-01-01'}","{'id': '0QHgL1lAIqAw0HtD7YldmP', 'name': 'DJ Khaled'}"
2TAf6ITyhwc9Z3MYb4tSYl,"{'id': '2TAf6ITyhwc9Z3MYb4tSYl', 'duration_ms': 203226, 'name': 'On The Way', 'popularity': 52}","{'danceability': 0.65, 'energy': 0.683, 'loudness': -7.098, 'speechiness': 0.311, 'acousticness': 0.0887, 'instrumentalness': 0, 'liveness': 0.252, 'valence': 0.33, 'tempo': 130.073}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
6p5zh0HCAeE5WkWAxSxjeg,"{'id': '6p5zh0HCAeE5WkWAxSxjeg', 'duration_ms': 154746, 'name': 'Push It', 'popularity': 52}","{'danceability': 0.604, 'energy': 0.525, 'loudness': -9.661, 'speechiness': 0.134, 'acousticness': 0.0294, 'instrumentalness': 7.4e-06, 'liveness': 0.334, 'valence': 0.5, 'tempo': 117.144}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
6amzJ3wmEDf7e5tHAndZmn,"{'id': '6amzJ3wmEDf7e5tHAndZmn', 'duration_ms': 251906, 'name': 'Déjà vu', 'popularity': 52}","{'danceability': 0.568, 'energy': 0.617, 'loudness': -8.994, 'speechiness': 0.2, 'acousticness': 0.164, 'instrumentalness': 0, 'liveness': 0.0888, 'valence': 0.404, 'tempo': 123.667}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
4ShIMQAPiYBkCdHCvLbelR,"{'id': '4ShIMQAPiYBkCdHCvLbelR', 'duration_ms': 269240, 'name': 'London Bridge', 'popularity': 46}","{'danceability': 0.573, 'energy': 0.642, 'loudness': -10.613, 'speechiness': 0.621, 'acousticness': 0.487, 'instrumentalness': 0, 'liveness': 0.319, 'valence': 0.32, 'tempo': 143.69}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
0VIH3yTKCCnijQ4kbnitqc,"{'id': '0VIH3yTKCCnijQ4kbnitqc', 'duration_ms': 252213, 'name': 'Memories Faded', 'popularity': 45}","{'danceability': 0.433, 'energy': 0.53, 'loudness': -8.379, 'speechiness': 0.343, 'acousticness': 0.146, 'instrumentalness': 0, 'liveness': 0.112, 'valence': 0.38, 'tempo': 93.088}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
5aeoqa1q29KEoAmWZHBtVG,"{'id': '5aeoqa1q29KEoAmWZHBtVG', 'duration_ms': 229306, 'name': 'Talk Show', 'popularity': 43}","{'danceability': 0.47, 'energy': 0.893, 'loudness': -5.107, 'speechiness': 0.306, 'acousticness': 0.0593, 'instrumentalness': 0, 'liveness': 0.977, 'valence': 0.702, 'tempo': 83.657}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
1YLtKcsXPhvbKiXrfqGB53,"{'id': '1YLtKcsXPhvbKiXrfqGB53', 'duration_ms': 190786, 'name': 'Selfish', 'popularity': 42}","{'danceability': 0.666, 'energy': 0.691, 'loudness': -8.331, 'speechiness': 0.246, 'acousticness': 0.0447, 'instrumentalness': 0, 'liveness': 0.0897, 'valence': 0.495, 'tempo': 90.819}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
29pJCtNljzyBHHEYXmSIL2,"{'id': '29pJCtNljzyBHHEYXmSIL2', 'duration_ms': 279693, 'name': '2 Minute Warning', 'popularity': 40}","{'danceability': 0.457, 'energy': 0.575, 'loudness': -7.723, 'speechiness': 0.156, 'acousticness': 0.106, 'instrumentalness': 0, 'liveness': 0.496, 'valence': 0.422, 'tempo': 150.096}","{'id': '4gqnsOwnA490OYq58VfJV3', 'name': 'TWENTY88', 'release_date': '2016-04-01'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
4lfXTKmZ7fZC6LEPRRC9YL,"{'id': '4lfXTKmZ7fZC6LEPRRC9YL', 'duration_ms': 177424, 'name': 'Time In', 'popularity': 39}","{'danceability': 0.641, 'energy': 0.524, 'loudness': -9.513, 'speechiness': 0.423, 'acousticness': 0.176, 'instrumentalness': 0, 'liveness': 0.197, 'valence': 0.525, 'tempo': 133.132}","{'id': '6slkiHeFK3wW2D1mao0TX3', 'name': 'Detroit 2', 'release_date': '2020-09-04'}","{'id': '6g8AmloI8egfrr3dm3SnUL', 'name': 'TWENTY88'}"
6Hr77eZSmaVGgH0vVulMUH,"{'id': '6Hr77eZSmaVGgH0vVulMUH', 'duration_ms': 241520, 'name': 'Bounce', 'popularity': 56}","{'danceability': 0.628, 'energy': 0.618, 'loudness': -8.4, 'speechiness': 0.313, 'acousticness': 0.0113, 'instrumentalness': 0, 'liveness': 0.109, 'valence': 0.362, 'tempo': 110.007}","{'id': '4Qohh8LwXoV7ucmjCU4MYL', 'name': '3001: A Laced Odyssey', 'release_date': '2016-03-11'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
5jJYJthaXUdkHKmiS6TuXe,"{'id': '5jJYJthaXUdkHKmiS6TuXe', 'duration_ms': 133053, 'name': 'Distance (feat. Issa Gold & Erick The Architect)', 'popularity': 56}","{'danceability': 0.784, 'energy': 0.606, 'loudness': -7.726, 'speechiness': 0.125, 'acousticness': 0.003, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.267, 'tempo': 118.965}","{'id': '1NPxBmG3k3UzybcaxxSVuB', 'name': 'Escape From New York', 'release_date': '2019-05-24'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
2cVowt9WTucunkRTYzPosl,"{'id': '2cVowt9WTucunkRTYzPosl', 'duration_ms': 144484, 'name': 'Sliders [Feat. Flatbush Zombies, Col3trane]', 'popularity': 54}","{'danceability': 0.803, 'energy': 0.678, 'loudness': -7.697, 'speechiness': 0.264, 'acousticness': 0.221, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.239, 'tempo': 111.848}","{'id': '5hDQKtvksHHw2WoISwqLp0', 'name': 'Sliders [Feat. Flatbush Zombies, Col3trane]', 'release_date': '2022-12-13'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
0PWP4LIOI5xjVkaWqES7ek,"{'id': '0PWP4LIOI5xjVkaWqES7ek', 'duration_ms': 258765, 'name': 'Headstone', 'popularity': 52}","{'danceability': 0.792, 'energy': 0.665, 'loudness': -5.676, 'speechiness': 0.1, 'acousticness': 0.0196, 'instrumentalness': 5.08e-06, 'liveness': 0.597, 'valence': 0.786, 'tempo': 90.001}","{'id': '622gmiTAUET3WtAZq8aXtS', 'name': 'Vacation In Hell', 'release_date': '2018-04-06'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
5I4ipBNoOOXF20YY0pOjCx,"{'id': '5I4ipBNoOOXF20YY0pOjCx', 'duration_ms': 255213, 'name': 'A Spike Lee Joint (feat. Anthony Flammia)', 'popularity': 53}","{'danceability': 0.785, 'energy': 0.511, 'loudness': -12.335, 'speechiness': 0.211, 'acousticness': 0.139, 'instrumentalness': 0.000214, 'liveness': 0.657, 'valence': 0.484, 'tempo': 105.639}","{'id': '4Qohh8LwXoV7ucmjCU4MYL', 'name': '3001: A Laced Odyssey', 'release_date': '2016-03-11'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
2714ySK1pbOIGZwABmRyAz,"{'id': '2714ySK1pbOIGZwABmRyAz', 'duration_ms': 331346, 'name': 'New Phone, Who Dis?', 'popularity': 50}","{'danceability': 0.843, 'energy': 0.506, 'loudness': -11.312, 'speechiness': 0.285, 'acousticness': 0.278, 'instrumentalness': 6.34e-06, 'liveness': 0.129, 'valence': 0.441, 'tempo': 122.448}","{'id': '4Qohh8LwXoV7ucmjCU4MYL', 'name': '3001: A Laced Odyssey', 'release_date': '2016-03-11'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
0qLf67shojTvxtt40x2yIe,"{'id': '0qLf67shojTvxtt40x2yIe', 'duration_ms': 124493, 'name': 'Smoke Break (Interlude)', 'popularity': 50}","{'danceability': 0.709, 'energy': 0.324, 'loudness': -15.954, 'speechiness': 0.247, 'acousticness': 0.673, 'instrumentalness': 3.79e-06, 'liveness': 0.109, 'valence': 0.118, 'tempo': 99.974}","{'id': '4Qohh8LwXoV7ucmjCU4MYL', 'name': '3001: A Laced Odyssey', 'release_date': '2016-03-11'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
0q3C21uLnMbPVBlO0vaPhi,"{'id': '0q3C21uLnMbPVBlO0vaPhi', 'duration_ms': 223320, 'name': 'Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)', 'popularity': 48}","{'danceability': 0.694, 'energy': 0.625, 'loudness': -6.599, 'speechiness': 0.0563, 'acousticness': 0.011, 'instrumentalness': 0, 'liveness': 0.104, 'valence': 0.265, 'tempo': 121.793}","{'id': '1NPxBmG3k3UzybcaxxSVuB', 'name': 'Escape From New York', 'release_date': '2019-05-24'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
42dLRNmTqdwPZIiG0NRBWH,"{'id': '42dLRNmTqdwPZIiG0NRBWH', 'duration_ms': 194746, 'name': 'Afterlife', 'popularity': 50}","{'danceability': 0.736, 'energy': 0.535, 'loudness': -8.564, 'speechiness': 0.0924, 'acousticness': 0.31, 'instrumentalness': 1.13e-06, 'liveness': 0.107, 'valence': 0.376, 'tempo': 110.014}","{'id': '7ziMuGcC9aJh8HCHQltupF', 'name': 'Afterlife', 'release_date': '2020-08-06'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
10nbIPV2SRLqEjIpvS8CVb,"{'id': '10nbIPV2SRLqEjIpvS8CVb', 'duration_ms': 188040, 'name': 'Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)', 'popularity': 49}","{'danceability': 0.768, 'energy': 0.648, 'loudness': -6.042, 'speechiness': 0.188, 'acousticness': 0.045, 'instrumentalness': 2.9e-05, 'liveness': 0.113, 'valence': 0.358, 'tempo': 97.013}","{'id': '1NPxBmG3k3UzybcaxxSVuB', 'name': 'Escape From New York', 'release_date': '2019-05-24'}","{'id': '1dqGS5sT6PE2wEvP1gROZC', 'name': 'Flatbush Zombies'}"
74tLlkN3rgVzRqQJgPfink,"{'id': '74tLlkN3rgVzRqQJgPfink', 'duration_ms': 386906, 'name': 'Money Trees', 'popularity': 84}","{'danceability': 0.716, 'energy': 0.531, 'loudness': -7.355, 'speechiness': 0.122, 'acousticness': 0.0703, 'instrumentalness': 0, 'liveness': 0.224, 'valence': 0.344, 'tempo': 71.994}","{'id': '0Oq3mWfexhsjUh0aNNBB5u', 'name': 'good kid, m.A.A.d city', 'release_date': '2012'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
3QFInJAm9eyaho5vBzxInN,"{'id': '3QFInJAm9eyaho5vBzxInN', 'duration_ms': 252262, 'name': 'family ties (with Kendrick Lamar)', 'popularity': 84}","{'danceability': 0.711, 'energy': 0.611, 'loudness': -5.453, 'speechiness': 0.33, 'acousticness': 0.00588, 'instrumentalness': 0, 'liveness': 0.23, 'valence': 0.144, 'tempo': 134.093}","{'id': '3r46DPIQeBQbjvjjV5mXGg', 'name': 'The Melodic Blue', 'release_date': '2021-09-10'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
6l8mgVN9Xf1hiDIFGA6CTE,"{'id': '6l8mgVN9Xf1hiDIFGA6CTE', 'duration_ms': 260962, 'name': 'AMERICA HAS A PROBLEM (feat. Kendrick Lamar)', 'popularity': 85}","{'danceability': 0.784, 'energy': 0.7, 'loudness': -5.289, 'speechiness': 0.0396, 'acousticness': 0.0112, 'instrumentalness': 1.76e-05, 'liveness': 0.163, 'valence': 0.204, 'tempo': 126.015}","{'id': '2x4aShbWkdZ1h8sfO23yZN', 'name': 'AMERICA HAS A PROBLEM (feat. Kendrick Lamar)', 'release_date': '2023-05-19'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
7KXjTSCq5nL1LoYtL7XAwS,"{'id': '7KXjTSCq5nL1LoYtL7XAwS', 'duration_ms': 177000, 'name': 'HUMBLE.', 'popularity': 86}","{'danceability': 0.908, 'energy': 0.621, 'loudness': -6.638, 'speechiness': 0.102, 'acousticness': 0.000282, 'instrumentalness': 5.39e-05, 'liveness': 0.0958, 'valence': 0.421, 'tempo': 150.011}","{'id': '4eLPsYPBmXABThSJ821sqY', 'name': 'DAMN.', 'release_date': '2017-04-14'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
6IZvVAP7VPPnsGX6bvgkqg,"{'id': '6IZvVAP7VPPnsGX6bvgkqg', 'duration_ms': 275253, 'name': 'PRIDE.', 'popularity': 86}","{'danceability': 0.665, 'energy': 0.535, 'loudness': -7.056, 'speechiness': 0.0572, 'acousticness': 0.0786, 'instrumentalness': 1.68e-05, 'liveness': 0.154, 'valence': 0.37, 'tempo': 138.842}","{'id': '4eLPsYPBmXABThSJ821sqY', 'name': 'DAMN.', 'release_date': '2017-04-14'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
3GCdLUSnKSMJhs4Tj6CV3s,"{'id': '3GCdLUSnKSMJhs4Tj6CV3s', 'duration_ms': 232186, 'name': 'All The Stars (with SZA)', 'popularity': 86}","{'danceability': 0.698, 'energy': 0.633, 'loudness': -4.946, 'speechiness': 0.0597, 'acousticness': 0.0605, 'instrumentalness': 0.000194, 'liveness': 0.0926, 'valence': 0.552, 'tempo': 96.924}","{'id': '3pLdWdkj83EYfDN6H2N8MR', 'name': 'Black Panther The Album Music From And Inspired By', 'release_date': '2018-02-09'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
6PGoSes0D9eUDeeAafB2As,"{'id': '6PGoSes0D9eUDeeAafB2As', 'duration_ms': 213400, 'name': 'LOVE. FEAT. ZACARI.', 'popularity': 85}","{'danceability': 0.8, 'energy': 0.585, 'loudness': -7.343, 'speechiness': 0.0924, 'acousticness': 0.264, 'instrumentalness': 0, 'liveness': 0.153, 'valence': 0.779, 'tempo': 126.058}","{'id': '4eLPsYPBmXABThSJ821sqY', 'name': 'DAMN.', 'release_date': '2017-04-14'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
3iVcZ5G6tvkXZkZKlMpIUs,"{'id': '3iVcZ5G6tvkXZkZKlMpIUs', 'duration_ms': 219333, 'name': 'Alright', 'popularity': 83}","{'danceability': 0.796, 'energy': 0.766, 'loudness': -5.974, 'speechiness': 0.238, 'acousticness': 0.0742, 'instrumentalness': 0, 'liveness': 0.0827, 'valence': 0.558, 'tempo': 110.034}","{'id': '7ycBtnsMtyVbbwTfJwRjSP', 'name': 'To Pimp A Butterfly', 'release_date': '2015-03-16'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
6huNf4dutXRjJyGn7f5BPS,"{'id': '6huNf4dutXRjJyGn7f5BPS', 'duration_ms': 211420, 'name': 'Pray For Me', 'popularity': 81}","{'danceability': 0.732, 'energy': 0.678, 'loudness': -4.977, 'speechiness': 0.0886, 'acousticness': 0.0867, 'instrumentalness': 2.41e-05, 'liveness': 0.112, 'valence': 0.196, 'tempo': 100.626}","{'id': '5L5evi5tJPh8WaEFAQp7Tp', 'name': 'The Highlights', 'release_date': '2021-02-05'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
6HZILIRieu8S0iqY8kIKhj,"{'id': '6HZILIRieu8S0iqY8kIKhj', 'duration_ms': 185946, 'name': 'DNA.', 'popularity': 82}","{'danceability': 0.638, 'energy': 0.523, 'loudness': -6.664, 'speechiness': 0.357, 'acousticness': 0.00454, 'instrumentalness': 0, 'liveness': 0.0842, 'valence': 0.422, 'tempo': 139.913}","{'id': '4eLPsYPBmXABThSJ821sqY', 'name': 'DAMN.', 'release_date': '2017-04-14'}","{'id': '2YZyLoL8N0Wb9xBt1NhZWg', 'name': 'Kendrick Lamar'}"
5gZYpjakt37G3c58FKcQwJ,"{'id': '5gZYpjakt37G3c58FKcQwJ', 'duration_ms': 236883, 'name': 'Miss The Rage (feat. Playboi Carti)', 'popularity': 76}","{'danceability': 0.581, 'energy': 0.877, 'loudness': -4.938, 'speechiness': 0.114, 'acousticness': 0.0151, 'instrumentalness': 0, 'liveness': 0.826, 'valence': 0.353, 'tempo': 77.006}","{'id': '4sS5IjHR0YOJQdSTQ8whWz', 'name': 'Trip At Knight (Complete Edition)', 'release_date': '2021-08-21'}","{'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti'}"
1W24W6jQegnNh0x5DfBBPT,"{'id': '1W24W6jQegnNh0x5DfBBPT', 'duration_ms': 91288, 'name': 'The Grinch', 'popularity': 81}","{'danceability': 0.676, 'energy': 0.503, 'loudness': -6.115, 'speechiness': 0.0971, 'acousticness': 0.137, 'instrumentalness': 6.36e-05, 'liveness': 0.0981, 'valence': 0.196, 'tempo': 162.85}","{'id': '0tKX7BLXiiRgXUKYdJzjEz', 'name': 'A Love Letter To You 4', 'release_date': '2019-11-22'}","{'id': '6Xgp2XMz1fhVYe7i6yNAax', 'name': 'Trippie Redd'}"
4mHgYpuGHu99Mw69E83CP2,"{'id': '4mHgYpuGHu99Mw69E83CP2', 'duration_ms': 121680, 'name': 'Taking A Walk', 'popularity': 77}","{'danceability': 0.767, 'energy': 0.538, 'loudness': -6.044, 'speechiness': 0.052, 'acousticness': 0.68, 'instrumentalness': 0, 'liveness': 0.192, 'valence': 0.343, 'tempo': 81.031}","{'id': '214f4uAY0p2KgY7Fl4fBgk', 'name': ""LIFE'S A TRIP"", 'release_date': '2018-08-10'}","{'id': '6Xgp2XMz1fhVYe7i6yNAax', 'name': 'Trippie Redd'}"
