artist_id_index,artist_id,artist_name,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0tCtGc5vt29zFZp6KXzN50,0tCtGc5vt29zFZp6KXzN50,Beanie Sigel,0.58,0.76,-6.57,0.33,0.07,0.0,0.17,0.6,110.53
2hlmm7s2ICUX0LVIhVFlZQ,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,0.84,0.52,-7.3,0.17,0.21,0.0,0.18,0.34,119.86
5f7VJjfbwm532GiveGC0ZK,5f7VJjfbwm532GiveGC0ZK,Lil Baby,0.85,0.5,-6.65,0.33,0.07,0.0,0.12,0.29,117.24
6i392l38cR3uBPF0DbNs7S,6i392l38cR3uBPF0DbNs7S,Quality Control,0.86,0.6,-5.88,0.24,0.1,0.0,0.14,0.37,129.26
0XIKGBo9PnK1ApI5tZA60d,0XIKGBo9PnK1ApI5tZA60d,DaniLeigh,0.72,0.5,-7.93,0.23,0.21,0.0,0.14,0.45,127.52
0EeQBlQJFiAfJeVN2vT9s0,0EeQBlQJFiAfJeVN2vT9s0,Nipsey Hussle,0.63,0.74,-5.4,0.27,0.09,0.0,0.31,0.34,101.47
3s8alQfNnY0roAHaJh7Xxt,3s8alQfNnY0roAHaJh7Xxt,Dom Kennedy,0.69,0.58,-5.89,0.22,0.18,0.0,0.21,0.39,99.78
6DVipHzYsPlIoA0DW8Gmns,6DVipHzYsPlIoA0DW8Gmns,"Royce Da 5'9""",0.65,0.69,-7.46,0.3,0.22,0.0,0.21,0.7,117.3
0fA0VVWsXO9YnASrzqfmYu,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,0.68,0.62,-6.78,0.07,0.27,0.09,0.22,0.52,125.02
5bgfj5zUoWpyeVatGDjn6H,5bgfj5zUoWpyeVatGDjn6H,K CAMP,0.78,0.49,-8.82,0.22,0.18,0.0,0.13,0.47,127.96
13ubrt8QOOCPljQ2FL1Kca,13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,0.68,0.67,-7.15,0.13,0.11,0.07,0.17,0.42,129.48
7bpDJUH5hnffIYHID6h3Et,7bpDJUH5hnffIYHID6h3Et,Caleborate,0.74,0.42,-11.13,0.31,0.58,0.0,0.12,0.55,109.01
27w1NoOLMX7tJMYqcetPyG,27w1NoOLMX7tJMYqcetPyG,VIC MENSA,0.69,0.66,-5.74,0.16,0.15,0.0,0.26,0.49,115.45
0bZ9jANLkwEFVcSnHnwrpb,0bZ9jANLkwEFVcSnHnwrpb,UnoTheActivist,0.66,0.56,-8.9,0.14,0.05,0.0,0.28,0.32,133.99
3aQeKQSyrW4qWr35idm0cy,3aQeKQSyrW4qWr35idm0cy,T-Pain,0.73,0.56,-7.53,0.11,0.07,0.0,0.19,0.5,108.17
1Zatb2YN4erBOoSivOXc0o,1Zatb2YN4erBOoSivOXc0o,O.T. Genasis,0.86,0.64,-4.96,0.18,0.11,0.0,0.17,0.4,128.36
0I5HubncQ8E1MFZOlPDY4J,0I5HubncQ8E1MFZOlPDY4J,Trinidad James,0.74,0.72,-6.95,0.24,0.05,0.05,0.18,0.65,112.24
50co4Is1HCEo8bhOyUWKpn,50co4Is1HCEo8bhOyUWKpn,Young Thug,0.75,0.63,-6.76,0.16,0.11,0.0,0.22,0.43,119.62
7rkW85dBwwrJtlHRDkJDAC,7rkW85dBwwrJtlHRDkJDAC,NAV,0.77,0.62,-5.9,0.16,0.24,0.0,0.17,0.37,132.83
6KZDXtSj0SzGOV705nNeh3,6KZDXtSj0SzGOV705nNeh3,Kid Ink,0.7,0.59,-6.13,0.08,0.12,0.0,0.18,0.39,118.85
5lHRUCqkQZCIWeX7xG4sYT,5lHRUCqkQZCIWeX7xG4sYT,Rich Homie Quan,0.7,0.57,-8.29,0.23,0.11,0.0,0.28,0.55,115.86
61qMnYXa1GxSBoV3IiYKjZ,61qMnYXa1GxSBoV3IiYKjZ,Yung Pinch,0.72,0.61,-6.83,0.08,0.12,0.0,0.13,0.49,136.9
3kortApcf0ntRWexUkJE4H,3kortApcf0ntRWexUkJE4H,Uncle Murda,0.62,0.71,-5.7,0.34,0.15,0.02,0.13,0.43,122.18
31HjiqargV4NAw4GZqUale,31HjiqargV4NAw4GZqUale,Ace Hood,0.77,0.59,-7.09,0.16,0.2,0.0,0.16,0.36,136.43
7iZtZyCzp3LItcw1wtPI3D,7iZtZyCzp3LItcw1wtPI3D,Rae Sremmurd,0.79,0.59,-6.67,0.12,0.15,0.0,0.11,0.36,144.8
3HiuzBlSW7pGDXlSFMhO2g,3HiuzBlSW7pGDXlSFMhO2g,Young Dolph,0.86,0.63,-6.01,0.16,0.11,0.0,0.16,0.4,138.4
2J257euzcjnDLipsyJH3F2,2J257euzcjnDLipsyJH3F2,Clipse,0.66,0.72,-4.16,0.3,0.24,0.0,0.23,0.59,105.52
6mXlDbi03T8wXYwWYew0Ut,6mXlDbi03T8wXYwWYew0Ut,Rich Boy,0.64,0.72,-6.06,0.31,0.12,0.0,0.22,0.51,131.74
0tPjSrb43a58uznKru1k2P,0tPjSrb43a58uznKru1k2P,A$AP Twelvyy,0.6,0.61,-7.54,0.33,0.42,0.0,0.22,0.4,100.86
6vd2ks2rBpNPY4ebdEocpY,6vd2ks2rBpNPY4ebdEocpY,U.S.D.A.,0.54,0.75,-5.84,0.23,0.02,0.0,0.19,0.35,133.81
0399oiMcmbOzzsYQDNYqxn,0399oiMcmbOzzsYQDNYqxn,Problem,0.76,0.58,-8.22,0.18,0.14,0.0,0.18,0.45,108.48
4yBK75WVCQXej1p04GWqxH,4yBK75WVCQXej1p04GWqxH,Jeezy,0.66,0.76,-5.65,0.13,0.05,0.0,0.23,0.41,101.73
21WS9wngs9AqFckK7yYJPM,21WS9wngs9AqFckK7yYJPM,PnB Rock,0.66,0.63,-5.68,0.19,0.22,0.0,0.14,0.47,144.62
1anyVhU62p31KFi8MEzkbf,1anyVhU62p31KFi8MEzkbf,Chance the Rapper,0.67,0.6,-7.52,0.23,0.25,0.0,0.1,0.51,123.1
75WcpJKWXBV3o3cfluWapK,75WcpJKWXBV3o3cfluWapK,Lute,0.72,0.64,-6.46,0.26,0.27,0.0,0.18,0.44,109.92
70gP6Ry4Uo0Yx6uzPIdaiJ,70gP6Ry4Uo0Yx6uzPIdaiJ,Bas,0.72,0.57,-7.43,0.17,0.37,0.0,0.17,0.46,116.87
4FlG0V0jhLO4qGpayFOphj,4FlG0V0jhLO4qGpayFOphj,EST Gee,0.75,0.57,-7.41,0.21,0.06,0.0,0.13,0.39,141.33
3ZooCJzNMTLpmJaIRUEorI,3ZooCJzNMTLpmJaIRUEorI,Young Dro,0.79,0.64,-6.94,0.24,0.06,0.0,0.15,0.61,119.98
5pnbUBPifNnlusY8kTBivi,5pnbUBPifNnlusY8kTBivi,Jadakiss,0.57,0.78,-5.03,0.31,0.1,0.0,0.24,0.55,128.51
5A7d4sfe5ZY1RRf90zlUeo,5A7d4sfe5ZY1RRf90zlUeo,Crime Mob,0.82,0.74,-5.4,0.22,0.16,0.0,0.18,0.65,117.94
6vXTefBL93Dj5IqAWq6OTv,6vXTefBL93Dj5IqAWq6OTv,French Montana,0.72,0.73,-4.3,0.2,0.05,0.0,0.33,0.53,142.55
08Ld63UgKrJ0nZnCkzHtzc,08Ld63UgKrJ0nZnCkzHtzc,Project Pat,0.86,0.68,-6.91,0.2,0.05,0.0,0.17,0.57,119.42
5gCRApTajqwbnHHPbr2Fpi,5gCRApTajqwbnHHPbr2Fpi,Juicy J,0.76,0.73,-6.22,0.19,0.1,0.0,0.24,0.57,140.53
7kFfY4UjNdNyaeUgLIEbIF,7kFfY4UjNdNyaeUgLIEbIF,DeJ Loaf,0.64,0.6,-7.68,0.19,0.22,0.0,0.14,0.37,103.08
4tMm1dU6Gn04VAZ9ClHcIZ,4tMm1dU6Gn04VAZ9ClHcIZ,Jacquees,0.68,0.56,-7.54,0.1,0.17,0.0,0.15,0.4,129.02
5zctI4wO9XSKS8XwcnqEHk,5zctI4wO9XSKS8XwcnqEHk,Lil Mosey,0.75,0.61,-6.81,0.11,0.29,0.0,0.11,0.53,114.3
5LHRHt1k9lMyONurDHEdrp,5LHRHt1k9lMyONurDHEdrp,Tyga,0.83,0.61,-5.38,0.16,0.1,0.0,0.1,0.44,125.21
5ZS223C6JyBfXasXxrRqOk,5ZS223C6JyBfXasXxrRqOk,Jhené Aiko,0.61,0.55,-8.53,0.12,0.32,0.02,0.15,0.41,118.77
67nwj3Y5sZQLl72VNUHEYE,67nwj3Y5sZQLl72VNUHEYE,Wale,0.62,0.67,-6.71,0.26,0.37,0.0,0.19,0.48,120.67
2EMAnMvWE2eb56ToJVfCWs,2EMAnMvWE2eb56ToJVfCWs,Bryson Tiller,0.65,0.52,-7.61,0.12,0.27,0.0,0.24,0.44,113.5
0c173mlxpT3dSFRgMO8XPh,0c173mlxpT3dSFRgMO8XPh,Big Sean,0.77,0.6,-6.46,0.15,0.14,0.0,0.24,0.38,110.87
1W3FSF1BLpY3hlVIgvenLz,1W3FSF1BLpY3hlVIgvenLz,The-Dream,0.64,0.56,-5.51,0.1,0.14,0.0,0.21,0.36,92.56
7GuUYiGZOzQwq4L6gAfy1T,7GuUYiGZOzQwq4L6gAfy1T,SahBabii,0.76,0.52,-8.44,0.17,0.28,0.0,0.16,0.39,121.34
6FqXAd1hQl7vVdIQ3hhtgc,6FqXAd1hQl7vVdIQ3hhtgc,D. Savage,0.64,0.58,-8.85,0.22,0.17,0.08,0.19,0.36,129.91
28ExwzUQsvgJooOI0X1mr3,28ExwzUQsvgJooOI0X1mr3,Jay Rock,0.74,0.68,-5.74,0.24,0.1,0.0,0.19,0.48,119.32
0g9vAlRPK9Gt3FKCekk4TW,0g9vAlRPK9Gt3FKCekk4TW,Ab-Soul,0.63,0.7,-7.24,0.28,0.18,0.0,0.19,0.5,120.66
0huGjMyP507tBCARyzSkrv,0huGjMyP507tBCARyzSkrv,Cordae,0.74,0.67,-6.24,0.31,0.15,0.0,0.19,0.52,115.57
5oFkj1qSlyBUmV5d6Edgtq,5oFkj1qSlyBUmV5d6Edgtq,Cozz,0.7,0.66,-6.63,0.29,0.24,0.0,0.2,0.56,124.5
137W8MRPWKqSmrBGDBFSop,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,0.66,0.7,-5.62,0.14,0.16,0.0,0.21,0.55,141.96
17lzZA2AlOHwCwFALHttmp,17lzZA2AlOHwCwFALHttmp,2 Chainz,0.73,0.63,-6.05,0.25,0.04,0.0,0.19,0.46,102.82
